word;is_positive;is_negative;sentiment;is_neutral;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
бос емес;0;0;0;1;0;0;0;0;0;0;0;0
бос жүріс;0;0;0;1;0;0;0;0;0;0;0;0
бос орын;0;0;0;1;0;0;0;0;0;0;0;0
босану;0;0;0;1;0;0;0;0;0;0;0;0
босаңсу;0;1;-1;0;0;0;0;0;0;1;0;0
босаңсыған;0;0;0;1;0;0;0;0;0;0;0;0
босаңсытқыш;0;0;0;1;0;0;0;0;0;0;0;0
босату;1;0;1;0;1;1;0;0;1;0;1;1
босатылған;0;0;0;1;0;0;0;0;0;0;0;0
босбелбеу;0;1;-1;0;0;0;0;0;0;0;0;0
босқа;0;1;-1;0;0;0;1;0;0;1;0;0
босқын;0;0;0;0;0;0;0;0;0;1;0;0
бостандық;1;0;1;0;0;1;0;0;1;0;1;1
бостандықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
бостық;0;0;0;0;0;0;0;0;0;1;0;0
ботаник;0;0;0;1;0;0;0;0;0;0;0;0
ботаника;0;0;0;1;0;0;0;0;0;0;0;0
ботаникалық;0;0;0;1;0;0;0;0;0;0;0;0
ботқа;0;0;0;1;0;0;0;0;0;0;0;0
боялған;0;0;0;1;0;0;0;0;0;0;0;0
бояу;0;0;0;1;0;0;0;0;0;0;0;0
бөгде;0;1;-1;0;0;0;1;1;0;0;0;0
бөгет;0;0;0;1;0;0;0;0;0;0;0;0
бөгетсіз;0;1;-1;0;0;0;0;0;0;0;0;0
бөдене;0;1;-1;0;0;0;0;1;0;0;0;0
бөксе;0;0;0;1;0;0;0;0;0;0;0;0
бөлгіш;0;0;0;1;0;0;0;0;0;0;0;0
бөлек;0;0;0;1;0;0;0;0;0;0;0;0
бөлектеу;0;1;-1;0;1;0;1;0;0;1;0;0
бөлігі;0;0;0;1;0;0;0;0;0;0;0;0
бөліктері;0;0;0;1;0;0;0;0;0;0;0;0
бөлім;0;0;0;1;0;0;0;0;0;0;0;0
бөлімше;0;0;0;1;0;0;0;0;0;0;0;0
бөлінбеген;1;0;1;0;0;0;0;0;0;0;0;0
бөлінбейтін;1;0;1;0;0;0;0;0;1;0;0;1
бөлінген;0;0;0;1;0;0;0;0;0;0;0;0
бөлінетін;0;0;0;1;0;0;0;0;0;0;0;0
бөліну;0;1;-1;0;0;0;0;0;0;0;0;0
бөліп төлеу;0;0;0;1;0;0;0;0;0;0;0;0
бөлісу;1;0;1;0;0;1;0;0;1;0;0;1
бөлме;0;0;0;1;0;0;0;0;0;0;0;0
бөлу;0;0;0;0;0;0;1;0;0;0;0;0
бөлшек;0;0;0;1;0;0;0;0;0;0;0;0
бөлшек сатушы;0;0;0;1;0;0;0;0;0;0;0;0
бөлшектеп;0;0;0;1;0;0;0;0;0;0;0;0
бөлшектету;0;1;-1;0;0;0;0;0;0;1;0;0
бөлшектеу;0;1;-1;0;0;0;1;1;0;1;0;0
бөрене;0;0;0;1;0;0;0;0;0;0;0;0
бөртпе;0;1;-1;0;0;0;1;0;0;0;0;0
бөтелке;0;0;0;1;0;0;0;0;0;0;0;0
бөтен;0;1;-1;0;0;0;1;1;0;0;0;0
бөшке;0;0;0;1;0;0;0;0;0;0;0;0
брат;0;0;0;1;0;0;0;0;0;0;0;0
бреве;0;0;0;1;0;0;0;0;0;0;0;0
бригада;0;1;-1;0;0;0;0;1;0;0;0;0
бригадир;1;0;1;0;0;0;0;0;0;0;0;0
бриджилер;0;0;0;1;0;0;0;0;0;0;0;0
брокер;0;0;0;1;0;0;0;0;0;0;0;0
брондалған;0;0;0;0;0;0;0;1;0;0;0;0
брондау;0;0;0;1;0;0;0;0;0;0;0;0
бронх;0;0;0;1;0;0;0;0;0;0;0;0
брошюра;0;0;0;1;0;0;0;0;0;0;0;0
брюнетка;0;0;0;1;0;0;0;0;0;0;0;0
бу;0;0;0;1;0;0;0;0;0;0;0;0
букет;1;0;1;0;0;0;0;0;1;0;0;1
буксом;1;0;1;0;0;0;0;0;0;0;0;0
булану;0;0;0;1;0;0;0;0;0;0;0;0
булы;0;0;0;1;0;0;0;0;0;0;0;0
бульдог;1;0;1;0;0;0;0;0;0;0;0;0
бульдозер;0;0;0;1;0;0;0;0;0;0;0;0
бума;0;1;-1;0;0;0;0;1;0;0;0;0
бумеранг;0;0;0;0;0;1;0;0;0;0;0;1
бункер;0;0;0;0;0;0;0;1;0;0;0;0
бур;0;0;0;1;0;0;0;0;0;0;0;0
буржуазия;0;0;0;1;0;0;0;0;0;0;0;0
буржуазиялық;0;0;0;1;0;0;0;0;0;0;0;0
буфер;0;0;0;1;0;0;0;0;0;0;0;0
бухгалтер;0;0;0;1;0;0;0;0;0;0;0;0
бухгалтерлік есеп;0;0;0;1;0;0;0;0;0;0;0;0
буыл;0;0;0;0;0;1;0;0;0;0;0;0
буын;0;0;0;1;0;0;0;0;0;0;0;0
буынаяқты;0;0;0;1;0;0;0;0;0;0;0;0
буынсыз;0;1;-1;0;0;0;0;0;0;0;0;0
бүгілген;0;1;-1;0;0;0;0;0;0;0;0;0
бүгін;0;0;0;1;0;0;0;0;0;0;0;0
бүйірлік;0;0;0;1;0;0;0;0;0;0;0;0
бүйрегі бұрмайтын;0;1;-1;0;1;0;0;0;0;0;0;0
бүкірею;0;1;-1;0;0;0;0;0;0;0;0;0
бүктелген;0;0;0;1;0;0;0;0;0;0;0;0
бүктеме;0;0;0;1;0;0;0;0;0;0;0;0
бүктеңіз;0;0;0;1;0;0;0;0;0;0;0;0
бүлдіргіш;0;1;-1;0;0;0;0;0;0;0;0;0
бүлдіру;0;0;0;1;0;0;0;0;0;0;0;0
бүлік;0;1;-1;0;1;0;1;1;0;0;1;0
бүлікші;0;1;-1;0;1;0;0;1;0;0;0;0
бүрге;0;1;-1;0;0;0;1;0;0;0;0;0
бүркемелеу;0;0;0;1;0;0;0;0;0;0;0;0
бүркемелі;0;1;-1;0;0;1;0;1;0;0;1;0
бүркенген;0;0;0;1;0;0;0;0;0;0;0;0
бүркеншік ат;0;0;0;1;0;0;0;0;0;0;0;0
бүршік;0;0;0;1;0;0;0;0;0;0;0;0
бүтін;1;0;1;0;0;0;0;0;0;0;0;1
бүтін сан;0;0;0;1;0;0;0;0;0;0;0;0
бұғаз;1;0;1;0;0;1;1;1;1;0;0;0
бұғау;0;0;0;1;0;0;0;0;0;0;0;0
бұғы;0;0;0;1;0;0;0;0;0;0;0;0
бұғы еті;0;0;0;1;0;0;0;0;0;0;0;0
бұдан былай;0;0;0;1;0;0;0;0;0;0;0;0
бұдырсыз;0;1;-1;0;0;0;0;0;0;0;0;0
бұзақы;0;1;-1;0;1;0;0;1;0;0;1;0
бұзақылық;0;1;-1;0;1;0;0;1;0;0;0;0
бұзау;1;0;1;0;0;0;0;0;1;0;0;1
бұзау еті;0;0;0;0;0;0;0;0;0;1;0;1
бұзғыш;0;0;0;1;0;0;0;0;0;0;0;0
бұзу;0;1;-1;0;1;0;1;0;0;1;0;0
бұзушылық;0;1;-1;0;1;0;0;0;0;0;0;0
бұзық;1;1;0;0;1;0;1;1;1;0;0;0
бұзықтық;0;1;-1;0;0;0;0;0;0;0;0;0
бұзылмаған;0;0;0;1;0;0;0;0;0;0;0;0
бұзылмайтын;1;0;1;0;0;0;0;0;0;0;0;1
бұзылу;0;1;-1;0;0;0;0;0;0;0;0;0
бұйралау;1;0;1;0;0;0;0;0;0;0;0;0
бұйрық;0;1;-1;0;0;0;0;1;0;0;0;0
бұйрық беру;1;0;1;0;0;0;0;0;0;0;0;1
бұйыру;0;0;0;1;0;0;0;0;0;0;0;0
бұқа;0;0;0;1;0;0;0;0;0;0;0;0
бұқаралық ақпарат құралдары;0;0;0;1;0;0;0;0;0;0;0;0
бұлан;0;0;0;1;0;0;0;0;0;0;0;0
бұлбұл;0;0;0;1;0;0;0;0;0;0;0;0
бұлғын;0;0;0;1;0;0;0;0;0;0;0;0
бұлдыр;0;1;-1;0;0;0;0;0;0;0;0;0
бұлт;0;0;0;1;0;0;0;0;0;0;0;0
бұлтты;0;0;0;0;0;0;0;0;0;1;0;0
бұлшықет;0;0;0;1;0;0;0;0;0;0;0;0
бұлшықетті;1;0;1;0;0;0;0;0;0;0;0;0
бұлыңғыр;0;1;-1;0;0;0;0;0;0;1;0;0
бұлыңғырлық;0;0;0;1;0;0;0;0;0;0;0;0
бұрағыш;0;0;0;1;0;0;0;0;0;0;0;0
бұралаң;0;1;-1;0;0;0;0;0;0;0;0;0
бұралған;0;0;0;1;0;0;0;0;0;0;0;0
бұралу;0;0;0;1;0;0;0;0;0;0;0;0
бұрандалы;0;1;-1;0;1;0;0;0;0;0;0;0
бұратылу;0;1;-1;0;1;0;0;0;0;1;0;0
бұрау;0;0;0;1;0;0;0;0;0;0;0;0
бұрғылау;0;1;-1;0;0;0;0;0;0;0;0;0
бұрғылау қондырғысы;0;0;0;1;0;0;0;0;0;0;0;0
бұрғылаушы;0;0;0;1;0;0;0;0;0;0;0;0
бұрқылдақ;0;1;-1;0;1;0;1;0;0;1;0;0
бұрқырау;0;1;-1;0;1;0;0;1;0;0;1;0
бұрмаланған;0;1;-1;0;0;0;0;0;0;0;0;0
бұрмалау;0;1;-1;0;0;0;0;0;0;0;0;0
бұрмалық;0;1;-1;0;1;0;0;0;0;0;0;1
бұру;1;0;1;0;0;0;0;0;0;0;1;0
бұршақ;1;1;0;0;0;0;0;0;0;0;0;1
бұрылу;1;0;1;0;0;0;0;1;0;0;1;1
бұрылыс;0;0;0;1;0;0;0;0;0;0;0;0
бұрын;0;0;0;1;0;0;0;0;0;0;0;0
бұрыс;0;0;0;1;0;0;0;0;0;0;0;0
бұрыш;0;0;0;0;0;0;0;0;0;0;0;1
бұрыштық;0;0;0;1;0;0;0;0;0;0;0;0
бұта;0;0;0;1;0;0;0;0;0;0;0;0
бұтақ;1;0;1;0;0;0;0;0;0;0;0;0
бұталы;0;0;0;1;0;0;0;0;0;0;0;0
бұтаусыз;0;1;-1;0;0;0;0;0;0;0;0;0
былғаныш;0;1;-1;0;0;0;1;0;0;0;1;0
былғары;0;0;0;1;0;0;0;0;0;0;0;0
былғау;0;1;-1;0;0;0;1;0;0;0;0;0
былжырақ;0;1;-1;0;0;0;1;0;0;0;0;0
былшыл;0;1;-1;0;0;0;1;0;0;0;0;0
былық;0;1;-1;0;0;0;0;0;0;0;0;0
бюджет;0;0;0;0;0;0;0;0;0;0;0;1
бюллетень;1;0;1;0;0;1;0;0;0;0;0;1
бюро;0;0;0;1;0;0;0;0;0;0;0;0
бюрократ;0;1;-1;0;0;0;1;0;0;0;0;0
бюрократия;0;1;-1;0;0;0;0;0;0;0;0;1
бipжақты;0;1;-1;0;1;0;0;0;0;0;0;0
бoйкүйездiк;0;1;-1;0;0;0;0;0;0;1;0;0
бyлығy;0;1;-1;0;1;0;0;0;0;0;0;0
вагон;0;0;0;1;0;0;0;0;0;0;0;0
ваза;0;0;0;1;0;0;0;0;0;0;0;0
вакуоль;0;0;0;1;0;0;0;0;0;0;0;0
вакуум;0;0;0;1;0;0;0;0;0;0;0;0
вакцина;1;0;1;0;0;0;0;0;0;0;0;0
вакцинация;0;0;0;1;0;0;0;0;0;0;0;0
валанс;0;0;0;1;0;0;0;0;0;0;0;0
вале;0;0;0;1;0;0;0;0;0;0;0;0
валет;0;0;0;1;0;0;0;0;0;0;0;0
вальс;0;0;0;1;0;0;0;0;0;0;0;0
валюта;0;0;0;1;0;0;0;0;0;0;0;0
вампа;0;0;0;1;0;0;0;0;0;0;0;0
ваниль;0;0;0;1;0;0;0;0;0;0;0;0
ванна;1;0;1;0;0;0;0;0;0;0;0;0
вара;0;0;0;1;0;0;0;0;0;0;0;0
вариация;0;0;0;1;0;0;0;0;0;0;0;0
вариациялар;0;0;0;1;0;0;0;0;0;0;0;0
варикозды;0;1;-1;0;0;0;0;0;0;0;0;0
ваучер;0;0;0;0;0;0;0;0;0;0;0;1
вафли;0;0;0;1;0;0;0;0;0;0;0;0
вега;0;0;0;1;0;0;0;0;0;0;0;0
вегетариандық;0;0;0;1;0;0;0;0;0;0;0;0
вегетативті;0;1;-1;0;0;0;1;0;0;1;0;0
везикула;0;0;0;1;0;0;0;0;0;0;0;0
векторы;0;0;0;1;0;0;0;0;0;0;0;0
велосипед;0;0;0;1;0;0;0;0;0;0;0;0
велосипедші;0;0;0;1;0;0;0;0;0;0;0;0
вена;0;0;0;1;0;0;0;0;0;0;0;0
веноздық;0;0;0;1;0;0;0;0;0;0;0;0
венок;0;0;0;1;0;0;0;0;0;0;0;0
веранда;0;0;0;1;0;0;0;0;0;0;0;0
вертикалды;0;0;0;1;0;0;0;0;0;0;0;0
ветеринар;0;0;0;1;0;0;0;0;0;0;0;0
виза;0;0;0;1;0;0;0;0;0;0;0;0
визор;0;0;0;0;0;1;0;0;0;0;1;0
визуализациялау;0;0;0;1;0;0;0;0;0;0;0;0
виктория;0;0;0;1;0;0;0;0;0;0;0;0
виртуалды;0;0;0;1;0;0;0;0;0;0;0;0
виртуалды түрде;0;0;0;1;0;0;0;0;0;0;0;0
виртуоз;0;0;0;1;0;0;0;0;0;0;0;0
вирус;0;1;-1;0;0;0;0;0;0;0;0;0
вирусқа қарсы;0;0;0;1;0;0;0;0;0;0;0;0
вирусология;0;0;0;1;0;0;0;0;0;0;0;0
вокал;0;0;0;1;0;0;0;0;0;0;0;0
вокалист;0;0;0;1;0;0;0;0;0;0;0;0
волейбол;0;0;0;1;0;0;0;0;0;0;0;0
газ;0;0;0;1;0;0;0;0;0;0;0;0
газ тәрізді;0;0;0;1;0;0;0;0;0;0;0;0
газдандыру;0;0;0;1;0;0;0;0;0;0;0;0
газет;1;0;1;0;0;0;0;0;0;0;0;1
галактика;0;0;0;1;0;0;0;0;0;0;0;0
галерея;0;0;0;1;0;0;0;0;0;0;0;0
галлюцинация;0;1;-1;0;0;0;0;1;0;0;0;0
галстук;0;0;0;1;0;0;0;0;0;0;0;0
гараж;0;0;0;1;0;0;0;0;0;0;0;0
гардероб;0;0;0;1;0;0;0;0;0;0;0;0
гарем;0;0;0;1;0;0;0;0;0;0;0;0
гармоника;0;0;0;1;0;0;0;0;0;0;0;0
гармония;1;0;1;0;0;0;0;0;1;0;0;1
гарнизон;1;0;1;0;0;0;0;0;0;0;0;1
гастрономия;0;0;0;1;0;0;0;0;0;0;0;0
гәңгipлеy;0;1;-1;0;0;0;0;0;0;0;0;0
гегемониялық;0;0;0;1;0;0;0;0;0;0;0;0
гектар;0;0;0;1;0;0;0;0;0;0;0;0
гель;0;0;0;1;0;0;0;0;0;0;0;0
генетика;0;0;0;1;0;0;0;0;0;0;0;0
генетикалық;0;0;0;1;0;0;0;0;0;0;0;0
география;0;0;0;1;0;0;0;0;0;0;0;0
геодезист;0;0;0;1;0;0;0;0;0;0;0;0
геометрия;0;0;0;1;0;0;0;0;0;0;0;0
герпес;0;1;-1;0;0;0;1;0;0;0;0;0
гигиена;0;0;0;1;0;0;0;0;0;0;0;0
гидравлика;0;0;0;1;0;0;0;0;0;0;0;0
гидрографиялық;0;0;0;1;0;0;0;0;0;0;0;0
гидродинамика;0;0;0;1;0;0;0;0;0;0;0;0
гидромассаж;0;0;0;0;0;0;0;1;0;0;0;0
гимнаст;1;0;1;0;0;0;0;0;0;0;0;0
гимнастика;0;0;0;1;0;0;0;0;0;0;0;0
гипертрофия;0;0;0;0;0;0;1;1;0;0;1;0
гипноздық;0;0;0;1;0;0;0;0;0;0;0;0
гипотеза;0;0;0;0;0;1;0;0;0;0;1;0
гипотетикалық;0;0;0;1;0;0;0;0;0;0;0;0
гитара;0;0;0;1;0;0;0;0;0;0;0;0
глобус;0;0;0;1;0;0;0;0;0;0;0;0
глоссарий;0;0;0;1;0;0;0;0;0;0;0;0
глюкоза;0;0;0;1;0;0;0;0;0;0;0;0
гном;0;1;-1;0;1;0;1;1;0;0;0;0
гоблин;0;1;-1;0;0;0;1;1;0;0;0;0
гомеопатиялық;0;0;0;1;0;0;0;0;0;0;0;0
гомолог;0;0;0;1;0;0;0;0;0;0;0;0
гомологтық;0;0;0;1;0;0;0;0;0;0;0;0
гондола;0;0;0;1;0;0;0;0;0;0;0;0
гонорар;0;0;0;1;0;0;0;0;0;0;0;0
горилла;0;1;-1;0;0;0;0;0;0;0;0;0
граб;0;0;0;1;0;0;0;0;0;0;0;0
гравер;0;0;0;1;0;0;0;0;0;0;0;0
гравитация;0;0;0;1;0;0;0;0;0;0;0;0
гравюра;0;0;0;1;0;0;0;0;0;0;0;0
градация;0;0;0;1;0;0;0;0;0;0;0;0
градиент;0;0;0;1;0;0;0;0;0;0;0;0
грамматика;0;0;0;0;0;0;0;0;0;0;0;1
граната;0;1;-1;0;0;0;0;1;0;0;0;0
гранит;0;0;0;1;0;0;0;0;0;0;0;0
грант;1;0;1;0;0;1;0;0;1;0;0;1
грант алушы;0;0;0;1;0;0;0;0;0;0;0;0
грант беруші;0;0;0;1;0;0;0;0;0;0;0;0
граф;1;0;1;0;0;0;0;0;0;0;0;0
графика;0;0;0;1;0;0;0;0;0;0;0;0
гризли;0;1;-1;0;0;0;0;1;0;0;0;0
грыжа;0;0;0;1;0;0;0;0;0;0;0;0
губернатор;0;0;0;0;0;0;0;0;0;0;0;1
губернаторлық;1;0;1;0;0;0;0;0;0;0;0;1
гуіл;0;1;-1;0;0;0;0;0;0;0;0;0
гуманитарлық;1;0;1;0;0;1;0;0;1;0;1;1
гуру;1;0;1;0;0;0;0;0;0;0;0;1
гүл шоғыры;0;0;0;1;0;0;0;0;0;0;0;0
гүлденген;1;0;1;0;0;0;0;0;1;0;0;0
гүлдену;1;0;1;0;0;1;0;0;1;0;0;1
гүлді;1;0;1;0;0;0;0;0;0;0;0;0
гүрілдеу;0;0;0;1;0;0;0;0;0;0;0;0
ғажайып;1;0;1;0;0;0;0;0;1;0;1;0
ғалам;0;0;0;1;0;0;0;0;0;0;0;0
ғаламат;1;0;1;0;0;0;0;0;0;0;0;0
ғалым;1;0;1;0;0;1;0;0;0;0;0;1
ғарыш;0;0;0;1;0;0;0;0;0;0;0;0
ғарышкер;1;0;1;0;0;0;0;0;0;0;0;0
ғарыштық;0;0;0;1;0;0;0;0;0;0;0;0
ғасыр;0;0;0;1;0;0;0;0;0;0;0;0
ғашық;1;0;1;0;0;1;0;0;1;0;0;1
ғашық болу;0;0;0;1;0;0;0;0;0;0;0;0
ғибадат ету;1;0;1;0;0;1;0;1;1;0;0;1
ғибадатхана;0;0;0;1;0;0;0;0;0;0;0;0
ғибратты;0;0;0;1;0;0;0;0;0;0;0;0
ғимарат;1;0;1;0;0;0;0;0;0;0;0;0
ғимараттар;0;0;0;1;0;0;0;0;0;0;0;0
ғылым;0;0;0;1;0;0;0;0;0;0;0;0
ғылыми;1;0;1;0;0;0;0;0;0;0;0;1
ғылымсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дабыл;0;1;-1;0;0;0;0;1;0;0;1;0
дабырасыз;0;1;-1;0;0;0;0;0;0;0;0;0
дабырсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дағдарыс;0;1;-1;0;0;0;0;0;0;0;0;0
дайын;0;0;0;0;0;1;0;0;0;0;0;0
дайындалған;1;0;1;0;0;1;0;0;0;0;0;1
дайындалуда;0;0;0;1;0;0;0;0;0;0;0;0
дайындама;0;0;0;1;0;0;0;0;0;0;0;0
дайындау;1;0;1;0;0;1;0;0;0;0;0;0
дайындаушы;0;0;0;1;0;0;0;0;0;0;0;0
дайындығы;1;0;1;0;0;1;0;0;1;0;0;1
дайындық;0;0;0;0;0;1;0;0;0;0;0;0
дайындықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дақ;0;1;-1;0;0;0;1;1;0;0;0;0
дақпырт;0;1;-1;0;0;0;0;0;0;0;0;0
дақты;0;0;0;1;0;0;0;0;0;0;0;0
дала;0;0;0;1;0;0;0;0;0;0;0;0
дамиды;0;0;0;1;0;0;0;0;0;0;0;0
даму;0;0;0;1;0;0;0;0;0;0;0;0
дамуда;0;0;0;1;0;0;0;0;0;0;0;0
дамылсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дамымаған;0;1;-1;0;0;0;0;0;0;0;0;0
дамыту;1;0;1;0;0;1;0;0;0;0;0;0
дана;1;0;1;0;0;0;0;0;0;0;0;0
даналық;1;0;1;0;0;0;0;0;0;0;0;1
данышпан;1;0;1;0;0;0;0;0;0;0;0;0
даңғыл;0;0;0;1;0;0;0;0;0;0;0;0
даңдайсу;0;1;-1;0;0;0;0;0;0;0;0;0
даңқ;1;0;1;0;0;1;0;0;1;0;0;1
дара;0;0;0;0;0;0;0;0;0;0;1;0
дарақы;0;1;-1;0;0;0;0;0;0;0;0;0
дарақылан;0;1;-1;0;0;0;0;0;0;0;0;0
дарақылық;0;1;-1;0;0;0;0;0;0;0;0;0
даралық;1;0;1;0;0;0;0;0;0;0;0;0
дарға асушы;0;1;-1;0;0;0;0;1;0;0;0;0
дарт;0;0;0;0;0;0;0;1;0;0;0;0
даршын;0;0;0;1;0;0;0;0;0;0;0;0
дарынды;1;0;1;0;0;0;0;0;0;0;0;0
дарынсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дастан;0;0;0;1;0;0;0;0;0;0;0;0
даттау;0;1;-1;0;0;0;1;1;0;0;0;0
дау;0;1;-1;0;0;0;0;0;0;0;0;0
дау-дамай;0;1;-1;0;0;0;0;1;0;0;0;0
дау-дамайсыз;0;1;-1;0;0;0;0;0;0;0;0;0
дауласу;0;1;-1;0;1;0;0;0;0;0;0;0
даулы;0;1;-1;0;1;0;0;0;0;0;0;0
даусыз;1;0;1;0;0;0;0;0;0;0;0;1
дауыл;0;1;-1;0;0;0;0;1;0;1;0;0
дауыс;1;1;0;0;1;1;0;0;1;1;1;1
дауыс беру;0;0;0;1;0;0;0;0;0;0;0;0
дауыс ырғағы;1;0;1;0;0;0;0;0;0;0;0;0
дауыссыз;0;0;0;1;0;0;0;0;0;0;0;0
дауыссыз дыбыс;1;0;1;0;0;0;0;0;0;0;0;0
дауыстап;0;0;0;1;0;0;0;0;0;0;0;0
дауысты дыбыс;0;0;0;1;0;0;0;0;0;0;0;0
даяшы;0;0;0;1;0;0;0;0;0;0;0;0
даy;0;1;-1;0;1;0;0;0;0;0;0;0
даyшыл;0;1;-1;0;1;0;1;1;0;0;0;0
дәйексіз;0;1;-1;0;0;0;0;0;0;0;0;0
дәйексөз;1;1;0;0;0;1;0;0;0;0;1;0
дәйекті;0;0;0;1;0;0;0;0;0;0;0;0
дәке;0;0;0;1;0;0;0;0;0;0;0;0
дәл;1;0;1;0;0;0;0;0;0;0;0;1
дәл емес;0;0;0;1;0;0;0;0;0;0;0;0
дәл солай;0;0;0;1;0;0;0;0;0;0;0;0
дәлдік;1;0;1;0;0;0;0;0;0;0;0;0
дәлел;0;0;0;0;0;0;0;0;0;0;0;1
дәлелдеу;1;0;1;0;0;0;0;0;0;0;0;0
дәлелді;0;0;0;1;0;0;0;0;0;0;0;0
дәлелсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дәліз;0;0;0;1;0;0;0;0;0;0;0;0
дәлсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дәм;1;0;1;0;0;1;0;0;1;0;0;1
дәм тату;0;0;0;1;0;0;0;0;0;0;0;0
дәмделген;1;0;1;0;0;0;0;0;0;0;0;0
дәмдеуіш;1;0;1;0;0;0;0;0;0;0;0;0
дәмді;1;0;1;0;0;0;0;0;1;0;0;0
дәмі;0;0;0;1;0;0;0;0;0;0;0;0
дәмін тат;1;0;1;0;0;1;1;0;1;1;0;1
дәмсіз;0;1;-1;0;0;0;1;0;0;0;0;0
дән;0;0;0;1;0;0;0;0;0;0;0;0
дәнекерлеу;0;0;0;1;0;0;0;0;0;0;0;0
дәнекерлеуші;0;0;0;1;0;0;0;0;0;0;0;0
дәптер;0;0;0;1;0;0;0;0;0;0;0;0
дәреже;0;0;0;1;0;0;0;0;0;0;0;0
дәрежесі;1;0;1;0;0;0;0;0;0;0;0;0
дәретсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дәретхана;0;0;0;0;0;0;1;0;0;0;0;0
дәрі;0;0;0;1;0;0;0;0;0;0;0;0
дәрігер;1;0;1;0;0;0;0;0;0;0;0;1
дәрілік;0;0;0;1;0;0;0;0;0;0;0;0
дәріптеу;1;0;1;0;0;1;0;0;1;0;1;1
дәріхана;0;0;0;1;0;0;0;0;0;0;0;0
дәрменсіз;0;1;-1;0;0;0;0;1;0;1;0;0
дәрменсіздік;0;1;-1;0;0;0;1;1;0;1;0;0
дәстүр;0;0;0;1;0;0;0;0;0;0;0;0
дәстүрлі;1;0;1;0;0;0;0;0;0;0;0;0
дәстүрлі емес;0;0;0;1;0;0;0;0;0;0;0;0
дәуір;0;0;0;1;0;0;0;0;0;0;0;0
дәулетсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дәуренсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дебют;0;0;0;1;0;0;0;0;0;0;0;0
дегбірсіз;0;1;-1;0;0;0;0;0;0;0;0;0
дегенерация;0;0;0;1;0;0;0;0;0;0;0;0
дегенмен;0;0;0;1;0;0;0;0;0;0;0;0
дезинфекция;1;0;1;0;0;0;0;0;0;0;0;0
дезинфекциялау;0;0;0;1;0;0;0;0;0;0;0;0
дезинфекциялаушы;0;0;0;1;0;0;0;0;0;0;0;0
дезодорант;0;0;0;1;0;0;0;0;0;0;0;0
декларация;0;0;0;1;0;0;0;0;0;0;0;0
декларациялық;1;0;1;0;0;0;0;0;0;0;0;0
декорация;0;0;0;1;0;0;0;0;0;0;0;0
делдал;0;0;0;1;0;0;0;0;0;0;0;0
делдалдық;1;0;1;0;0;1;0;0;0;0;0;1
делегат;1;0;1;0;0;0;0;0;0;0;0;1
делегация;0;0;0;1;0;0;0;0;0;0;0;0
делік;0;0;0;1;0;0;0;0;0;0;0;0
дельта;0;0;0;1;0;0;0;0;0;0;0;0
дельфин;1;0;1;0;0;0;0;0;1;0;1;1
дем алу;0;0;0;1;0;0;0;0;0;0;0;0
дем шығару;0;0;0;1;0;0;0;0;0;0;0;0
демалу;1;0;1;0;0;0;0;0;0;0;0;0
демалыс;1;0;1;0;0;1;0;0;1;0;1;1
демеуші;1;0;1;0;0;0;0;0;0;0;0;1
демеушілік;0;0;0;1;0;0;0;0;0;0;0;0
демократ;0;0;0;1;0;0;0;0;0;0;0;0
демократия;1;0;1;0;0;0;0;0;0;0;0;0
демонстрация;0;0;0;1;0;0;0;0;0;0;0;0
дене;0;0;0;1;0;0;0;0;0;0;0;0
дене бітімі;1;0;1;0;0;0;0;0;0;0;0;0
денсаулық;0;0;0;1;0;0;0;0;0;0;0;0
деңгей;0;0;0;1;0;0;0;0;0;0;0;0
депо;0;0;0;1;0;0;0;0;0;0;0;0
депозит;0;0;0;1;0;0;0;0;0;0;0;0
депозитарий;0;0;0;0;0;0;0;0;0;0;0;1
дерекқор;0;0;0;1;0;0;0;0;0;0;0;0
дерексіз;0;1;-1;0;0;0;0;0;0;0;0;0
деректер;0;0;0;1;0;0;0;0;0;0;0;0
деректі фильм;0;0;0;1;0;0;0;0;0;0;0;0
дереу;1;1;0;0;0;1;0;0;0;0;0;0
дерматолог;0;0;0;0;0;0;0;0;0;0;0;1
дерматология;0;0;0;1;0;0;0;0;0;0;0;0
дерт;0;1;-1;0;1;0;1;1;0;1;0;0
десерт;0;0;0;1;0;0;0;0;0;0;0;0
деталь;0;0;0;1;0;0;0;0;0;0;0;0
детектив;0;0;0;1;0;0;0;0;0;0;0;0
дефис;0;0;0;1;0;0;0;0;0;0;0;0
дефляция;0;1;-1;0;1;0;0;0;0;1;0;0
диагноз;0;1;-1;0;0;1;0;1;0;0;0;1
